trajet_id,ville_depart,ville_arrivee,distance_km,duree_prevue_h,retard_min,prix_billet,nb_passagers,capacite_bus,type_bus,jour_semaine,periode_depart,condition_route,carburant_litre,satisfaction_client
1125,Sokodé,Sokodé,392.0,2.3,150.0,6483.0,29.0,50.0,Standard,Mardi,Soir,Moyenne,74.3,2
1126,Dapaong,Dapaong,427.0,8.1,126.0,4586.0,6.0,70.0,Climatisé,Dimanche,Soir,Mauvaise,32.6,1
1127,,Lomé,292.0,9.6,114.0,2796.0,68.0,70.0,VIP,Samedi,Soir,Mauvaise,46.9,5
1128,Lomé,Sokodé,646.0,11.4,52.0,2202.0,68.0,40.0,,Lundi,Après-midi,Bonne,72.0,2
1129,,Lomé,242.0,5.7,58.0,8171.0,65.0,40.0,Climatisé,Jeudi,Soir,,37.2,3
1130,Tsévié,Atakpamé,605.0,2.4,109.0,4515.0,79.0,70.0,Climatisé,Dimanche,Soir,Mauvaise,64.1,1
1131,Atakpamé,Kara,,3.4,166.0,7072.0,46.0,30.0,Standard,Dimanche,Après-midi,Moyenne,31.0,2
1132,Dapaong,Atakpamé,379.0,6.4,57.0,2202.0,33.0,60.0,,Jeudi,Matin,Moyenne,64.9,2
1133,Tsévié,Dapaong,166.0,8.7,51.0,11274.0,14.0,70.0,Standard,Jeudi,Après-midi,,15.0,3
1134,Atakpamé,Sokodé,71.0,8.4,88.0,5629.0,42.0,50.0,Standard,Mercredi,Soir,Moyenne,74.6,5
1135,Kara,,454.0,9.8,44.0,3595.0,21.0,30.0,VIP,Vendredi,Matin,Moyenne,34.9,5
1136,Tsévié,Tsévié,283.0,7.2,98.0,3238.0,35.0,40.0,Climatisé,Lundi,,Bonne,76.4,3
1137,Tsévié,Kara,133.0,10.3,53.0,10881.0,24.0,50.0,,Vendredi,Après-midi,Moyenne,54.8,4
1138,,Lomé,623.0,,32.0,4399.0,30.0,40.0,VIP,Vendredi,Matin,Mauvaise,77.1,4
1139,Atakpamé,Tsévié,443.0,4.8,112.0,5565.0,48.0,70.0,,Mercredi,Après-midi,Moyenne,36.3,5
1140,Tsévié,Atakpamé,333.0,2.8,169.0,,58.0,60.0,Climatisé,Mardi,Matin,Mauvaise,33.5,1
1141,Atakpamé,Dapaong,561.0,6.0,111.0,2998.0,12.0,50.0,VIP,Lundi,,Moyenne,43.0,5
1142,Sokodé,Sokodé,286.0,7.4,103.0,6904.0,10.0,,Climatisé,Jeudi,Après-midi,Bonne,73.7,4
1143,Lomé,Sokodé,231.0,6.3,70.0,,46.0,,,Mercredi,,Moyenne,78.1,1
1144,Tsévié,Tsévié,382.0,4.9,126.0,11019.0,13.0,70.0,VIP,Vendredi,Après-midi,Moyenne,42.6,1
1145,Sokodé,,569.0,3.2,125.0,3961.0,,60.0,VIP,Vendredi,Matin,Bonne,36.1,1
1146,Sokodé,Dapaong,94.0,9.1,68.0,6797.0,,40.0,Climatisé,Vendredi,Matin,Moyenne,76.7,2
1147,Dapaong,Tsévié,644.0,6.9,100.0,5360.0,,30.0,VIP,Mercredi,Matin,Bonne,69.8,5
1148,,Lomé,641.0,9.4,158.0,1944.0,69.0,60.0,,Vendredi,Matin,Mauvaise,27.7,5
1149,Kara,Tsévié,51.0,8.0,168.0,4495.0,16.0,30.0,,Vendredi,Après-midi,Mauvaise,25.9,4
1150,Tsévié,Sokodé,648.0,7.7,127.0,9980.0,14.0,40.0,,Mercredi,,Moyenne,38.8,2
1151,Tsévié,Lomé,110.0,11.9,67.0,11728.0,68.0,70.0,Standard,Lundi,Soir,Mauvaise,46.4,3
1152,Sokodé,Lomé,311.0,,168.0,5095.0,8.0,40.0,VIP,Samedi,Matin,Moyenne,42.1,5
1153,Kara,Tsévié,481.0,7.4,167.0,4315.0,28.0,30.0,Climatisé,Mardi,Matin,Moyenne,32.1,2
1154,Tsévié,Atakpamé,264.0,4.6,104.0,3998.0,44.0,70.0,VIP,Mercredi,Matin,,47.5,3
1155,Atakpamé,Kara,273.0,3.5,90.0,9979.0,6.0,40.0,Standard,Jeudi,,Moyenne,49.5,5
1156,Atakpamé,Kara,120.0,11.5,74.0,8941.0,46.0,60.0,Standard,Vendredi,Matin,Bonne,50.1,5
1157,Kara,Atakpamé,643.0,11.9,152.0,10023.0,10.0,40.0,Climatisé,Samedi,Soir,Moyenne,77.5,4
1158,Tsévié,Lomé,,11.3,86.0,5270.0,43.0,70.0,Standard,,Après-midi,Moyenne,59.1,3
1159,,Atakpamé,393.0,3.0,169.0,2247.0,40.0,40.0,Standard,Vendredi,Après-midi,Bonne,18.6,2
1160,Lomé,Kara,412.0,,44.0,9275.0,41.0,30.0,Standard,Jeudi,Matin,Mauvaise,22.2,3
1161,Tsévié,Atakpamé,245.0,8.2,,3086.0,11.0,50.0,Climatisé,Vendredi,Après-midi,Mauvaise,,5
1162,Tsévié,Sokodé,558.0,5.8,87.0,6225.0,42.0,50.0,VIP,Lundi,Après-midi,Bonne,23.7,5
1163,Tsévié,Atakpamé,184.0,4.0,57.0,6395.0,10.0,70.0,VIP,Mercredi,Matin,Moyenne,69.8,4
1164,Tsévié,Lomé,633.0,10.2,167.0,9595.0,61.0,30.0,VIP,Lundi,Après-midi,Moyenne,17.9,2
1165,Dapaong,Lomé,416.0,9.6,82.0,,38.0,50.0,Climatisé,Vendredi,Matin,Bonne,53.3,5
1166,Kara,Lomé,88.0,8.4,51.0,9991.0,60.0,60.0,VIP,Mercredi,Après-midi,Bonne,42.5,4
1167,Atakpamé,Tsévié,356.0,,26.0,4366.0,14.0,60.0,VIP,Mardi,Après-midi,Moyenne,64.6,3
1168,Dapaong,Tsévié,301.0,10.2,100.0,8876.0,21.0,40.0,Standard,Jeudi,Après-midi,Bonne,40.9,3
1169,Sokodé,Lomé,450.0,,122.0,9662.0,21.0,60.0,VIP,Samedi,Matin,Mauvaise,36.5,3
1170,Atakpamé,Dapaong,97.0,,155.0,10090.0,21.0,30.0,Standard,Samedi,Après-midi,Moyenne,60.3,4
1171,,Sokodé,285.0,4.7,163.0,9466.0,33.0,,Climatisé,Mardi,Après-midi,Bonne,16.5,1
1172,Kara,,,11.4,,10789.0,13.0,30.0,Standard,Vendredi,Matin,Bonne,54.6,2
1173,Tsévié,Atakpamé,295.0,,99.0,1644.0,55.0,30.0,,Mercredi,Matin,Moyenne,79.2,3
1174,Sokodé,Atakpamé,276.0,9.5,25.0,2389.0,36.0,,VIP,Samedi,Soir,Bonne,16.0,3
1175,Kara,Sokodé,422.0,9.2,164.0,2582.0,16.0,40.0,VIP,Mercredi,Soir,Mauvaise,75.8,3
1176,Tsévié,Atakpamé,594.0,10.0,13.0,5565.0,6.0,50.0,Climatisé,Jeudi,Soir,Bonne,73.3,1
1177,Kara,Kara,566.0,,111.0,3734.0,37.0,50.0,VIP,Mercredi,Après-midi,Bonne,43.1,1
1178,Atakpamé,Atakpamé,397.0,7.9,54.0,9600.0,,50.0,VIP,Jeudi,Soir,Mauvaise,,2
1179,Tsévié,Kara,202.0,3.6,33.0,10205.0,6.0,50.0,,Samedi,Après-midi,Mauvaise,79.7,4
1180,Tsévié,Sokodé,,4.1,57.0,4908.0,13.0,60.0,Standard,Mardi,Après-midi,Moyenne,48.8,2
1181,Lomé,Dapaong,,3.2,3.0,7843.0,50.0,,,Mercredi,Soir,Moyenne,27.2,3
1182,Sokodé,,208.0,9.3,99.0,10274.0,63.0,70.0,Climatisé,Dimanche,Matin,Mauvaise,60.1,2
1183,Atakpamé,Atakpamé,216.0,7.4,68.0,3056.0,33.0,40.0,Climatisé,Mardi,Matin,Mauvaise,17.2,3
1184,,Atakpamé,566.0,6.5,156.0,8531.0,51.0,50.0,Standard,Samedi,Matin,Bonne,39.9,1
1185,Kara,Kara,152.0,10.8,112.0,3665.0,,30.0,VIP,Jeudi,Soir,Bonne,28.9,5
1186,Sokodé,Atakpamé,540.0,2.3,13.0,10318.0,33.0,50.0,Climatisé,Vendredi,Après-midi,Moyenne,,1
1187,Lomé,Dapaong,632.0,5.6,138.0,3296.0,67.0,40.0,Standard,Lundi,Soir,Mauvaise,36.0,2
1188,Atakpamé,Dapaong,93.0,3.0,52.0,,37.0,60.0,Standard,Vendredi,Après-midi,Mauvaise,33.7,4
1189,Sokodé,Sokodé,356.0,1.5,143.0,9497.0,22.0,70.0,Climatisé,Jeudi,Après-midi,Moyenne,25.0,5
1190,Dapaong,Lomé,586.0,5.4,72.0,6642.0,69.0,70.0,VIP,Jeudi,Après-midi,Mauvaise,70.7,3
1191,Tsévié,Dapaong,580.0,6.8,118.0,6218.0,27.0,70.0,Standard,Vendredi,Soir,Bonne,34.3,1
1192,Lomé,Kara,66.0,2.1,131.0,4777.0,51.0,70.0,Standard,Dimanche,Après-midi,Moyenne,77.6,2
1193,Dapaong,Atakpamé,530.0,5.9,22.0,1597.0,46.0,40.0,,Lundi,Soir,Moyenne,79.0,1
1194,Atakpamé,Lomé,504.0,3.8,128.0,9225.0,27.0,,Climatisé,Dimanche,Matin,Bonne,69.8,5
1195,Dapaong,Kara,,6.4,67.0,4722.0,60.0,50.0,VIP,Mardi,Après-midi,Moyenne,20.0,5
1196,Tsévié,Lomé,386.0,9.5,132.0,2022.0,28.0,60.0,Climatisé,Samedi,Soir,Bonne,31.1,2
1197,Lomé,Lomé,380.0,6.0,90.0,9776.0,30.0,50.0,Climatisé,Samedi,,Bonne,35.4,4
1198,Atakpamé,Lomé,255.0,3.0,10.0,,66.0,30.0,VIP,Mardi,Après-midi,Mauvaise,45.7,3
1199,Atakpamé,Dapaong,468.0,,131.0,9874.0,53.0,30.0,VIP,Lundi,Après-midi,Moyenne,69.8,1
1200,Dapaong,Atakpamé,211.0,2.9,132.0,8512.0,79.0,70.0,VIP,Samedi,,Mauvaise,53.8,2
1201,Sokodé,Lomé,403.0,10.4,66.0,6189.0,,40.0,Climatisé,Mercredi,Après-midi,Mauvaise,,1
1202,,Lomé,397.0,8.1,32.0,7832.0,9.0,60.0,Standard,Lundi,Matin,Moyenne,33.6,1
1203,Tsévié,Sokodé,136.0,,160.0,5255.0,59.0,,Climatisé,Mardi,Après-midi,Mauvaise,22.0,5
1204,Lomé,Atakpamé,,7.0,122.0,10102.0,66.0,60.0,VIP,Dimanche,Après-midi,Bonne,,1
1205,,Dapaong,400.0,6.5,154.0,11786.0,48.0,,VIP,Jeudi,Soir,Mauvaise,66.0,1
1206,Sokodé,Atakpamé,185.0,10.3,11.0,7531.0,13.0,70.0,Climatisé,Jeudi,Matin,Moyenne,54.2,3
1207,Sokodé,Tsévié,438.0,10.4,119.0,6889.0,22.0,30.0,Climatisé,Vendredi,Soir,Moyenne,66.0,4
1208,,Dapaong,403.0,,20.0,3772.0,57.0,50.0,Standard,Vendredi,Après-midi,Moyenne,49.3,3
1209,Lomé,Tsévié,613.0,10.1,14.0,10243.0,34.0,60.0,Standard,Samedi,Après-midi,Moyenne,53.8,4
1210,Kara,Lomé,,7.9,47.0,4169.0,46.0,70.0,,Mardi,Matin,Moyenne,61.6,5
1211,Lomé,Atakpamé,463.0,7.7,150.0,5920.0,68.0,30.0,Standard,Dimanche,Après-midi,Bonne,28.8,5
1212,Sokodé,Dapaong,301.0,5.2,,9072.0,44.0,30.0,Climatisé,Vendredi,Matin,Bonne,41.8,1
1213,Kara,,401.0,6.1,150.0,,27.0,60.0,VIP,Mercredi,Après-midi,Mauvaise,36.8,1
1214,Tsévié,Kara,575.0,7.4,20.0,6442.0,15.0,40.0,VIP,Samedi,Soir,Moyenne,28.0,3
1215,Atakpamé,Atakpamé,123.0,6.3,58.0,,34.0,70.0,VIP,,Après-midi,Bonne,27.2,3
1216,Lomé,Sokodé,232.0,8.6,171.0,9958.0,25.0,70.0,VIP,Samedi,Soir,Bonne,75.0,3
1217,Sokodé,Sokodé,564.0,,43.0,5462.0,60.0,,Standard,Samedi,,Bonne,15.8,2
1218,Sokodé,Dapaong,223.0,8.8,134.0,7363.0,20.0,50.0,Standard,Mercredi,Après-midi,Bonne,29.3,1
1219,Tsévié,Sokodé,573.0,5.1,68.0,1954.0,36.0,70.0,Standard,Samedi,Après-midi,Mauvaise,69.1,2
1220,Kara,Dapaong,286.0,7.4,,9777.0,46.0,30.0,Standard,Mercredi,,Moyenne,77.2,4
1221,Dapaong,Lomé,422.0,10.1,160.0,7697.0,63.0,30.0,Climatisé,Vendredi,Matin,Mauvaise,,4
1222,,Dapaong,62.0,9.7,145.0,11359.0,6.0,70.0,Climatisé,Mercredi,Matin,Mauvaise,,4
1223,Dapaong,Atakpamé,285.0,5.1,145.0,6305.0,39.0,30.0,VIP,Lundi,Matin,Moyenne,68.2,5
1224,,Tsévié,86.0,,85.0,9558.0,42.0,30.0,Climatisé,Mardi,Soir,Bonne,67.6,4
1225,Dapaong,Atakpamé,496.0,5.9,137.0,,25.0,40.0,Climatisé,Samedi,Matin,Bonne,59.7,5
1226,Atakpamé,Kara,55.0,2.2,49.0,8485.0,16.0,70.0,VIP,,Soir,Mauvaise,,2
1227,Tsévié,Lomé,490.0,1.9,76.0,8698.0,10.0,60.0,,Jeudi,,Moyenne,30.8,5
1228,Atakpamé,Sokodé,287.0,,93.0,8205.0,27.0,50.0,Standard,Mercredi,Matin,Moyenne,33.0,3
1229,Lomé,Tsévié,,2.7,21.0,10151.0,62.0,,Climatisé,Jeudi,Matin,Mauvaise,39.3,2
1230,Dapaong,Sokodé,218.0,9.5,162.0,5566.0,54.0,30.0,VIP,Jeudi,Après-midi,Moyenne,37.9,3
1231,Sokodé,Lomé,377.0,5.6,175.0,4423.0,61.0,50.0,VIP,,Soir,Moyenne,29.2,5
1232,Lomé,Atakpamé,437.0,3.8,94.0,5973.0,7.0,70.0,Climatisé,Jeudi,Soir,Mauvaise,64.5,5
1233,Kara,,337.0,4.0,45.0,8404.0,29.0,40.0,Standard,Dimanche,Après-midi,Mauvaise,43.2,1
1234,Atakpamé,Tsévié,,6.9,113.0,,42.0,50.0,VIP,Lundi,Soir,Mauvaise,38.8,3
1235,Sokodé,Kara,,11.4,31.0,10452.0,27.0,30.0,Standard,Jeudi,Soir,Moyenne,32.3,1
1236,Sokodé,Atakpamé,441.0,7.4,51.0,8744.0,9.0,60.0,Climatisé,Dimanche,Après-midi,Moyenne,50.5,2
1237,Kara,Atakpamé,581.0,6.9,174.0,4346.0,22.0,60.0,Climatisé,Mardi,,Moyenne,36.4,1
1238,Lomé,Dapaong,157.0,,42.0,9250.0,40.0,60.0,Climatisé,Samedi,Soir,Mauvaise,26.8,2
1239,Lomé,Lomé,85.0,2.9,58.0,,9.0,50.0,Climatisé,Mercredi,Matin,Mauvaise,23.2,1
1240,Tsévié,Dapaong,377.0,2.8,32.0,2451.0,44.0,,VIP,,Après-midi,Moyenne,60.8,3
1241,Lomé,Atakpamé,410.0,7.3,138.0,,50.0,50.0,,Lundi,Soir,,79.6,5
1242,Kara,Atakpamé,,5.7,22.0,10008.0,,50.0,Standard,,Soir,Bonne,42.2,1
1243,Kara,Atakpamé,557.0,4.9,64.0,4224.0,24.0,50.0,Climatisé,Samedi,Soir,Bonne,47.8,1
1244,Dapaong,Dapaong,234.0,4.0,159.0,9780.0,31.0,30.0,VIP,Samedi,Soir,Mauvaise,20.2,2
1245,Lomé,Atakpamé,620.0,9.7,115.0,1650.0,29.0,70.0,Climatisé,Vendredi,Après-midi,,49.6,5
1246,Lomé,Atakpamé,324.0,11.9,124.0,2273.0,33.0,60.0,VIP,Mardi,Soir,Mauvaise,55.6,4
1247,Lomé,Kara,362.0,4.4,154.0,11880.0,37.0,30.0,Climatisé,Samedi,Matin,Bonne,45.0,5
1248,Atakpamé,,242.0,9.2,99.0,4264.0,25.0,30.0,Standard,Vendredi,Soir,Mauvaise,19.2,3
1249,Atakpamé,Tsévié,570.0,3.2,140.0,10028.0,41.0,60.0,Standard,Jeudi,Matin,Moyenne,73.4,1
1250,,Tsévié,594.0,9.0,103.0,10548.0,35.0,70.0,Climatisé,Jeudi,Soir,Mauvaise,,5
1251,Lomé,Kara,208.0,4.3,37.0,2297.0,24.0,70.0,VIP,Lundi,Soir,Bonne,24.1,2
1252,Lomé,Atakpamé,499.0,10.8,92.0,7715.0,62.0,30.0,VIP,Jeudi,Soir,Mauvaise,60.8,3
1253,,,512.0,3.0,,11098.0,,60.0,Climatisé,Mercredi,Soir,,75.1,4
1254,Sokodé,Kara,,7.0,54.0,3201.0,,50.0,Climatisé,Vendredi,Soir,Moyenne,41.5,2
1255,Tsévié,Lomé,,8.8,179.0,,23.0,40.0,Climatisé,Mardi,Matin,Moyenne,48.2,5
1256,Lomé,Lomé,641.0,,31.0,4963.0,48.0,50.0,Standard,Mardi,Après-midi,Bonne,32.2,3
1257,Kara,Sokodé,448.0,9.1,127.0,9809.0,5.0,50.0,Standard,Vendredi,,Mauvaise,47.3,4
1258,,Lomé,299.0,10.9,89.0,1919.0,47.0,70.0,VIP,Vendredi,,Mauvaise,32.5,4
1259,Dapaong,Dapaong,592.0,9.2,139.0,9307.0,53.0,30.0,VIP,Mercredi,Après-midi,Mauvaise,39.2,2
1260,Sokodé,Tsévié,297.0,5.1,122.0,11368.0,28.0,30.0,VIP,Vendredi,Après-midi,Moyenne,30.8,4
1261,Atakpamé,Kara,578.0,4.5,173.0,8250.0,52.0,70.0,Climatisé,Jeudi,Soir,Moyenne,61.7,3
1262,Atakpamé,Sokodé,329.0,1.6,168.0,10750.0,35.0,70.0,Climatisé,Jeudi,Après-midi,Mauvaise,73.3,2
1263,Kara,Kara,544.0,8.8,88.0,4219.0,8.0,30.0,VIP,Dimanche,Après-midi,Bonne,37.0,4
1264,Tsévié,Sokodé,170.0,11.7,165.0,4432.0,66.0,30.0,Climatisé,Mardi,Soir,Moyenne,,1
1265,Lomé,Atakpamé,307.0,10.4,162.0,3548.0,17.0,70.0,Climatisé,Mercredi,Matin,Bonne,21.4,4
1266,Lomé,,409.0,2.7,60.0,7000.0,47.0,50.0,Climatisé,Lundi,Après-midi,Bonne,49.8,4
1267,Sokodé,Sokodé,422.0,10.3,19.0,11996.0,37.0,40.0,Climatisé,Dimanche,Matin,Bonne,22.3,4
1268,,Kara,67.0,7.9,165.0,7542.0,63.0,50.0,Climatisé,Mercredi,Après-midi,Bonne,64.8,5
1269,Sokodé,Sokodé,500.0,2.5,155.0,4002.0,50.0,70.0,VIP,Lundi,Après-midi,,16.4,5
1270,Sokodé,Kara,609.0,8.4,110.0,11112.0,39.0,70.0,Standard,Jeudi,Matin,Bonne,68.1,2
1271,Sokodé,Dapaong,244.0,2.2,56.0,2391.0,,50.0,Climatisé,Lundi,Après-midi,Moyenne,44.7,5
1272,Tsévié,,625.0,1.8,106.0,9699.0,64.0,70.0,VIP,Dimanche,Matin,Mauvaise,61.6,1
1273,Tsévié,Tsévié,563.0,9.2,9.0,5712.0,17.0,40.0,VIP,Samedi,Après-midi,Mauvaise,,5
1274,Tsévié,Kara,418.0,10.1,80.0,3361.0,48.0,70.0,VIP,Samedi,Après-midi,Bonne,21.9,3
1275,Dapaong,Dapaong,326.0,5.3,,8454.0,58.0,70.0,VIP,Jeudi,Matin,,76.8,1
1276,Lomé,Sokodé,214.0,2.8,128.0,2999.0,46.0,40.0,VIP,Lundi,Soir,Bonne,23.8,3
1277,Dapaong,Tsévié,248.0,6.0,35.0,5199.0,48.0,30.0,Climatisé,Dimanche,Après-midi,Mauvaise,69.1,4
1278,Sokodé,Sokodé,521.0,7.5,95.0,5253.0,16.0,30.0,Standard,Lundi,Soir,Mauvaise,,5
1279,,Tsévié,136.0,7.3,138.0,,39.0,30.0,Climatisé,Dimanche,Après-midi,,19.8,5
1280,Dapaong,Tsévié,351.0,9.0,166.0,2747.0,22.0,40.0,VIP,Mardi,Après-midi,Moyenne,63.1,5
1281,,Dapaong,433.0,,96.0,1798.0,25.0,30.0,VIP,Jeudi,Après-midi,Bonne,45.5,2
1282,Tsévié,,285.0,11.7,128.0,2694.0,37.0,40.0,,Mardi,Après-midi,Bonne,29.4,3
1283,Kara,Lomé,562.0,6.5,82.0,8655.0,68.0,30.0,Climatisé,Mardi,Matin,Moyenne,25.6,2
1284,Sokodé,Sokodé,174.0,4.7,118.0,7255.0,37.0,30.0,VIP,Mercredi,Après-midi,Bonne,26.3,3
1285,Kara,Tsévié,148.0,4.8,87.0,4077.0,47.0,70.0,Standard,,Après-midi,Mauvaise,74.3,3
1286,Atakpamé,Kara,603.0,3.7,125.0,5338.0,35.0,,Climatisé,Samedi,Soir,Moyenne,38.5,3
1287,Kara,Lomé,69.0,8.2,130.0,1597.0,9.0,40.0,,Vendredi,Soir,Mauvaise,30.9,1
1288,Sokodé,Sokodé,639.0,,122.0,,50.0,60.0,Standard,Samedi,Après-midi,Bonne,51.2,2
1289,Dapaong,,503.0,8.6,118.0,11673.0,66.0,30.0,VIP,Vendredi,Matin,Mauvaise,76.5,4
1290,Sokodé,Tsévié,475.0,3.7,161.0,9435.0,14.0,30.0,Standard,Lundi,Soir,Moyenne,26.9,5
1291,Lomé,Dapaong,624.0,8.1,126.0,11051.0,16.0,,Climatisé,Dimanche,Après-midi,Mauvaise,,4
1292,Lomé,Kara,554.0,10.8,178.0,3788.0,59.0,40.0,,Mardi,Soir,Bonne,21.7,1
1293,Atakpamé,Atakpamé,645.0,10.4,150.0,3612.0,31.0,40.0,,Dimanche,Après-midi,Moyenne,62.9,3
1294,Atakpamé,Sokodé,463.0,11.8,150.0,6761.0,63.0,30.0,VIP,Dimanche,Après-midi,Mauvaise,,4
1295,Sokodé,Dapaong,643.0,6.5,79.0,4520.0,29.0,40.0,Climatisé,Lundi,Matin,Mauvaise,15.7,5
1296,Kara,,507.0,3.0,,11695.0,,,,Vendredi,Matin,Mauvaise,61.2,4
1297,Kara,Sokodé,113.0,4.2,,6876.0,43.0,30.0,Standard,,Soir,,60.5,4
1298,Kara,Kara,447.0,10.0,92.0,8746.0,67.0,50.0,Standard,Lundi,Soir,Mauvaise,36.7,2
1299,Tsévié,,459.0,6.1,160.0,9525.0,65.0,60.0,VIP,,Matin,Bonne,64.1,5
1300,Kara,Atakpamé,495.0,9.0,94.0,10711.0,51.0,30.0,VIP,Dimanche,Matin,Moyenne,51.2,1
1301,Atakpamé,Atakpamé,188.0,8.8,165.0,3022.0,36.0,50.0,Climatisé,Mardi,Matin,Mauvaise,43.6,2
1302,Atakpamé,,482.0,8.6,35.0,10222.0,53.0,,Standard,,Soir,,63.5,1
1303,Kara,Lomé,194.0,1.8,128.0,10820.0,68.0,,Climatisé,Dimanche,Soir,Bonne,,3
1304,Lomé,Lomé,467.0,8.6,93.0,10247.0,40.0,60.0,VIP,Lundi,,Mauvaise,26.5,3
1305,Lomé,Lomé,552.0,8.0,89.0,8197.0,27.0,60.0,VIP,Dimanche,Soir,Moyenne,61.2,1
1306,Sokodé,Tsévié,208.0,4.5,159.0,7461.0,61.0,50.0,VIP,Mardi,Après-midi,Moyenne,58.8,1
1307,Sokodé,Dapaong,58.0,1.7,168.0,10230.0,46.0,30.0,Standard,Samedi,Après-midi,Mauvaise,65.0,3
1308,Atakpamé,Kara,499.0,5.6,18.0,8523.0,51.0,60.0,VIP,Mercredi,Soir,Moyenne,60.8,1
1309,Lomé,,259.0,7.2,133.0,11249.0,61.0,40.0,Climatisé,Jeudi,,Bonne,,5
1310,Kara,Lomé,289.0,9.3,169.0,1651.0,,40.0,VIP,Mercredi,Après-midi,Moyenne,32.6,3
1311,Dapaong,Sokodé,400.0,10.4,12.0,10201.0,50.0,,VIP,Dimanche,Soir,Bonne,46.3,1
1312,Tsévié,Tsévié,587.0,11.3,170.0,6835.0,,60.0,VIP,Jeudi,Soir,Bonne,,2
1313,Sokodé,Kara,506.0,3.8,165.0,,47.0,70.0,Standard,Vendredi,Soir,Bonne,57.0,2
1314,Tsévié,Tsévié,232.0,3.8,166.0,7055.0,48.0,60.0,Standard,Jeudi,Soir,Bonne,66.1,2
1315,,Dapaong,616.0,6.3,,6397.0,16.0,60.0,VIP,Samedi,Après-midi,Moyenne,,1
1316,Tsévié,Atakpamé,207.0,4.8,121.0,10588.0,7.0,60.0,Climatisé,Jeudi,Après-midi,Moyenne,37.3,4
1317,Sokodé,Kara,331.0,2.7,13.0,9354.0,45.0,60.0,Climatisé,Mercredi,Après-midi,Moyenne,30.5,5
1318,Dapaong,Kara,167.0,11.7,103.0,10946.0,49.0,30.0,Climatisé,Vendredi,Matin,Mauvaise,74.2,2
1319,Dapaong,Kara,355.0,8.7,1.0,2271.0,8.0,50.0,VIP,,Matin,Moyenne,42.5,3
1320,Tsévié,Dapaong,363.0,9.2,152.0,,,60.0,Climatisé,Lundi,Soir,Bonne,30.7,4
1321,Tsévié,Atakpamé,442.0,9.7,87.0,10217.0,41.0,40.0,Climatisé,Lundi,Après-midi,Moyenne,49.1,3
1322,Sokodé,Atakpamé,404.0,2.6,45.0,5283.0,43.0,,Standard,Lundi,Soir,Bonne,77.0,3
1323,Sokodé,Dapaong,572.0,10.8,146.0,1797.0,35.0,50.0,,Vendredi,Soir,Bonne,57.8,3
1324,Atakpamé,Kara,627.0,8.3,25.0,2026.0,48.0,40.0,VIP,Lundi,Soir,Bonne,19.4,2
1325,Kara,Atakpamé,399.0,3.7,53.0,1610.0,30.0,60.0,Climatisé,Mercredi,Soir,Moyenne,60.5,5
1326,Tsévié,Dapaong,406.0,6.3,168.0,5828.0,28.0,40.0,VIP,Vendredi,Après-midi,,46.7,5
1327,Kara,Atakpamé,292.0,4.8,,11436.0,39.0,30.0,Standard,Vendredi,Soir,Bonne,44.3,3
1328,Tsévié,Kara,91.0,11.3,178.0,5196.0,15.0,50.0,VIP,Mardi,Après-midi,Bonne,17.3,5
1329,Dapaong,,,6.7,1.0,7975.0,79.0,70.0,Climatisé,Mardi,Après-midi,Bonne,77.9,1
1330,Atakpamé,Tsévié,358.0,11.1,4.0,10320.0,32.0,50.0,Standard,Samedi,Après-midi,Bonne,37.7,4
1331,Sokodé,Tsévié,295.0,4.8,169.0,10218.0,44.0,40.0,Standard,Dimanche,Soir,Mauvaise,71.6,4
1332,Sokodé,Tsévié,362.0,10.9,165.0,2158.0,46.0,70.0,Standard,Dimanche,Soir,Mauvaise,27.0,1
1333,Dapaong,Dapaong,253.0,9.3,12.0,3748.0,50.0,60.0,Climatisé,Vendredi,Après-midi,Moyenne,69.4,3
1334,Atakpamé,Dapaong,328.0,11.2,31.0,3690.0,23.0,50.0,VIP,Samedi,Soir,Mauvaise,54.6,5
1335,Dapaong,Sokodé,561.0,3.9,100.0,7404.0,38.0,70.0,Standard,Mercredi,Soir,Mauvaise,46.2,5
1336,Kara,Atakpamé,338.0,4.9,112.0,9397.0,13.0,30.0,VIP,Lundi,Matin,Bonne,45.6,3
1337,Sokodé,Tsévié,172.0,,14.0,6519.0,23.0,30.0,Climatisé,Mercredi,,Moyenne,56.0,3
1338,Atakpamé,Atakpamé,235.0,1.6,138.0,11263.0,,30.0,VIP,Lundi,Soir,Moyenne,29.9,3
1339,Sokodé,Lomé,599.0,2.8,,11099.0,35.0,40.0,Standard,Jeudi,,Moyenne,70.1,3
1340,Dapaong,,522.0,2.0,95.0,3172.0,28.0,60.0,VIP,Vendredi,Matin,,76.7,3
1341,,Atakpamé,399.0,9.8,21.0,7184.0,54.0,30.0,Standard,Mercredi,Soir,Bonne,77.6,4
1342,Tsévié,Dapaong,473.0,11.7,22.0,6685.0,68.0,40.0,VIP,Lundi,Matin,Bonne,,3
1343,Kara,Dapaong,155.0,9.0,27.0,9128.0,21.0,30.0,Climatisé,Mardi,Après-midi,Mauvaise,25.9,1
1344,Tsévié,Tsévié,169.0,,164.0,,26.0,70.0,Standard,Mardi,Soir,,64.6,3
1345,,,379.0,11.2,179.0,6820.0,40.0,60.0,Climatisé,Dimanche,Après-midi,Bonne,57.8,2
